"acct_no","card_no","cust_name","uid","mob_phone","mge_org","recom_no","mp_number","mp_type","mp_status","purch_date","purch_mth","total_amt","total_mths","mth_instl","instl_cnt","rem_ppl","total_fee","rem_fee","rec_fee","etl_dt"
"0050652866","6228151354905543",曲吁,"320926196911229346","13390696881","""""","""""","0001",大额分期,活动,"20200912","09",60000.00,24,2500.00,18,15000.00,4800.00,0.00,4800.00,"2022-03-08"
"0050089498","6228151354618161",贺挫骜,"320982198804049841","15851014344","""""","""""","0002",大额分期,活动,"20210203","02",200000.00,36,5555.56,13,127777.76,24000.00,0.00,24000.00,"2022-03-08"
"0000510632","6228159694358620",卫翩,"320982199610050398","15295543462","""""","""""","0001",大额分期,活动,"20190709","07",109000.00,36,3027.77,32,12111.10,13080.00,1453.36,11626.64,"2022-03-08"
"0000024951","6228159329034620",耿络,"320926196406049897","13905113658","""""","""""","0001",账单分期,活动,"20210818","08",3446.00,12,287.16,6,1722.99,241.22,0.00,241.22,"2022-03-08"
"0050752154","6228151354969689",向宜溃,"330701199507241789","18994847162","""""","""""","0001",大额分期,活动,"20201110","11",68750.00,36,1909.72,16,38194.48,5843.75,3246.60,2597.15,"2022-03-08"
"0000265305","6228159502879627",章闭溶,"320926197504039013","15358272267","""""","""""","0002",大额分期,活动,"20191017","10",300000.00,36,8333.34,29,58333.34,36000.00,7000.00,29000.00,"2022-03-08"
"0000500233","6228159654951620",梅宜搭,"320982198805058619","13815566097","""""","""""","0002",账单分期,活动,"20210318","03",3722.00,12,310.17,11,310.16,260.54,0.00,260.54,"2022-03-08"
"0050897885","6228151354961926",魏宏唐,"320926196908089899","18961951020","""""","""""","0001",大额分期,活动,"20210112","01",70000.00,36,1944.44,14,42777.79,8400.00,0.00,8400.00,"2022-03-08"
"0050991759","6228151354954467",戚叙叙,"320982199610303391","17388002663","""""","""""","0001",大额分期,活动,"20210127","01",150000.00,36,4166.67,13,95833.29,18000.00,0.00,18000.00,"2022-03-08"
"0051223790","6228151354957338",戚茅娘,"320982200212230399","13046513105","""""","""""","0004",灵活分期,活动,"20220113","01",1792.00,24,74.67,2,1642.66,258.05,236.55,21.50,"2022-03-08"
"0050733919","6228151354968772",芦胆唐,"440183199004234795","15861956025","""""","""""","0001",大额分期,活动,"20201019","10",50000.00,24,2083.33,16,16666.68,4000.00,0.00,4000.00,"2022-03-08"
"0050277356","6228151354116968",常抡,"330624199004133697","13914641717","""""","""""","0001",账单分期,活动,"20220110","01",5400.00,6,900.00,2,3600.00,189.00,126.00,63.00,"2022-03-08"
"0050795344","6228151354962668",易囚,"32098219980511980X","15251175511","""""","""""","0001",大额分期,活动,"20201117","11",48400.00,24,2016.66,16,16133.32,2904.00,0.00,2904.00,"2022-03-08"
"0051223790","6228151354957338",戚茅娘,"320982200212230399","13046513105","""""","""""","0003",灵活分期,活动,"20220105","01",1892.00,24,78.83,2,1734.34,272.45,249.75,22.70,"2022-03-08"
"0050897102","6228151354966032",官卿,"320926197110042703","15061601333","""""","""""","0001",大额分期,活动,"20210101","01",40000.00,36,1111.11,14,24444.46,4800.00,0.00,4800.00,"2022-03-08"
"0000400456","6228159854732622",纪萍,"320982198606258079","15961959850","""""","""""","0001",大额分期,活动,"20200421","04",80000.00,36,2222.22,22,31111.15,9600.00,0.00,9600.00,"2022-03-08"
"0050864994","6228151354963690",常颇茸,"320982198711239398","18651766784","""""","""""","0005",账单分期,活动,"20211008","10",2052.93,12,171.08,5,1197.53,143.71,83.86,59.85,"2022-03-08"
"0000007908","6228159355077626",贺魔,"320926197810259399","13705113513","""""","""""","0001",大额分期,活动,"20210107","01",250000.00,36,6944.44,14,152777.79,30000.00,18333.38,11666.62,"2022-03-08"
"0050310869","6228151354186029",洪粗,"320982199107189392","18071659993","""""","""""","0002",大额分期,活动,"20200311","03",85000.00,36,2361.11,24,28333.36,10200.00,0.00,10200.00,"2022-03-08"
"0050466246","6228151354143962",向钟,"330723198908150777","18305105233","""""","""""","0001",大额分期,活动,"20200715","07",79567.00,36,2210.19,20,35363.12,6763.20,3005.92,3757.28,"2022-03-08"
"0050641215","6228151354909032",季蹄,"320982198406212519","13851009898","""""","""""","0001",大额分期,活动,"20210622","06",120000.00,36,3333.33,8,93333.36,14400.00,11200.00,3200.00,"2022-03-08"
"0050310869","6228151354186029",洪粗,"320982199107189392","18071659993","""""","""""","0001",大额分期,活动,"20191219","12",50000.00,36,1388.89,26,13888.86,6000.00,0.00,6000.00,"2022-03-08"
"0000259420","6228159588760626",庞勇,"320926197902074391","13222337111","""""","""""","0001",大额分期,活动,"20210602","06",150000.00,36,4166.67,9,112499.97,18000.00,13500.00,4500.00,"2022-03-08"
"0051004625","6228151354958245",常巍,"320982199401069017","17712506664","""""","""""","0001",大额分期,活动,"20210208","02",60000.00,36,1666.67,13,38333.29,7200.00,4600.00,2600.00,"2022-03-08"
"0050864994","6228151354963690",常颇茸,"320982198711239398","18651766784","""""","""""","0006",账单分期,活动,"20220111","01",1602.40,12,133.53,2,1335.34,112.17,93.49,18.68,"2022-03-08"
"0051266214","6228151354910824",赖患,"320911197810055674","15851081318","""""","""""","0001",大额分期,活动,"20220128","01",64800.00,36,1800.00,1,63000.00,7776.00,7560.00,216.00,"2022-03-08"
"0050700395","6228151354905311",常符伯,"320982198810140502","15862073717","""""","""""","0001",大额分期,活动,"20200924","09",55000.00,24,2291.67,17,16041.65,4400.00,0.00,4400.00,"2022-03-08"
"0050319119","6228151354194346",乔亦珲,"320926197411119399","13179343888","""""","""""","0001",大额分期,活动,"20191217","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050645260","6282261394676195",鲁眩斤,"320926197005312513","15061182008","""""","""""","0008",账单分期,活动,"20220209","02",22000.00,3,7333.33,1,14666.67,352.00,234.67,117.33,"2022-03-08"
"0050864994","6228151354963690",常颇茸,"320982198711239398","18651766784","""""","""""","0001",大额分期,活动,"20201130","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0050834158","6228151354962528",兰婚络,"320911197111064897","13770033005","""""","""""","0001",大额分期,活动,"20201119","11",150000.00,24,6250.00,15,56250.00,12000.00,0.00,12000.00,"2022-03-08"
"0000288765","6228159531289624",赖骆,"320982198407092627","15962070500","""""","""""","0002",大额分期,活动,"20200728","07",300000.00,36,8333.34,19,141666.69,36000.00,0.00,36000.00,"2022-03-08"
"0050755182","6228151354961827",兰莲焕,"320982199205089395","15151816561","""""","""""","0001",大额分期,活动,"20201106","11",80000.00,36,2222.22,16,44444.48,9600.00,0.00,9600.00,"2022-03-08"
"0050864994","6228151354963690",常颇茸,"320982198711239398","18651766784","""""","""""","0004",账单分期,活动,"20210706","07",1244.93,12,103.74,8,414.98,87.15,0.00,87.15,"2022-03-08"
"0000288765","6228159531289624",赖骆,"320982198407092627","15962070500","""""","""""","0001",大额分期,活动,"20191217","12",220000.00,36,6111.11,27,55000.03,26400.00,0.00,26400.00,"2022-03-08"
"0050197568","6228151354629143",卜耗睦,"321083198107155583","15950299111","""""","""""","0001",大额分期,活动,"20201130","11",200000.00,36,5555.56,15,116666.65,24000.00,0.00,24000.00,"2022-03-08"
"0050577554","6228151354906426",尤雪汪,"32098219951210038X","15394663527","""""","""""","0001",大额分期,活动,"20200819","08",50000.00,24,2083.33,18,12500.01,4000.00,0.00,4000.00,"2022-03-08"
"0000279573","6228159518491623",向刺络,"320926197006015764","13382625949","""""","""""","0014",账单分期,活动,"20220207","02",1080.00,3,360.00,1,720.00,17.28,11.52,5.76,"2022-03-08"
"0050373519","6228151354127577",曲麦缭,"320982199106141805","13813411544","""""","""""","0001",大额分期,活动,"20200423","04",110000.00,36,3055.55,22,42777.77,13200.00,0.00,13200.00,"2022-03-08"
"0050928367","6228151354967014",文妇,"320926196910050280","18361198399","""""","""""","0001",大额分期,活动,"20210106","01",100000.00,24,4166.66,14,41666.65,8000.00,0.00,8000.00,"2022-03-08"
"0000279573","6228159518491623",向刺络,"320926197006015764","13382625949","""""","""""","0015",账单分期,新增的,"20220308","03",1616.00,3,538.67,0,1616.00,25.86,25.86,0.00,"2022-03-08"
"0000279573","6228159518491623",向刺络,"320926197006015764","13382625949","""""","""""","0013",账单分期,活动,"20220109","01",2800.00,3,933.34,2,933.33,44.80,14.94,29.86,"2022-03-08"
"0051219596","6228151354957841",赖碗衡,"31023019900809499X","18019241125","""""","""""","0001",大额分期,活动,"20211014","10",380000.00,36,10555.56,5,327222.20,45600.00,39266.70,6333.30,"2022-03-08"
"0050775781","6228161392610815",易邢乌,"32092619721218469X","18068851111","""""","""""","0003",灵活分期,活动,"20211210","12",5879.00,12,489.92,3,4409.24,411.53,308.66,102.87,"2022-03-08"
"0050775781","6228161392610815",易邢乌,"32092619721218469X","18068851111","""""","""""","0001",账单分期,活动,"20210918","09",6300.00,12,525.00,5,3675.00,441.00,257.25,183.75,"2022-03-08"
"0050775781","6228161392610815",易邢乌,"32092619721218469X","18068851111","""""","""""","0002",灵活分期,活动,"20211015","10",5000.00,24,208.33,5,3958.35,720.00,570.00,150.00,"2022-03-08"
"0051239232","6228151354952628",殷雪贯,"320525197106208290","13806253307","""""","""""","0001",大额分期,活动,"20211230","12",300000.00,36,8333.33,2,283333.34,36000.00,0.00,36000.00,"2022-03-08"
